product_class_id	product_id	brand_name	product_name	SKU	SRP	gross_weight	net_weight	recyclable_package	low_fat	units_per_case	cases_per_pallet	shelf_width	shelf_height	shelf_depth
12	218	Best Choice	Best Choice BBQ Potato Chips	82217710614	3.44	16.2	14.2	FALSE	FALSE	13	6	19.8	12	4.03
12	219	Best Choice	Best Choice Corn Chips	11080045104	2.52	20.6	18.6	TRUE	TRUE	15	12	22.4	14.8	7.04
12	220	Best Choice	Best Choice Low Fat BBQ Chips	19134665131	2.55	12.2	10.1	FALSE	TRUE	7	7	12.5	17.8	6.56
45	221	Best Choice	Best Choice Sugar Cookies	97234765887	3.66	15.2	13.1	FALSE	FALSE	36	14	8.6	10.5	20
45	222	Best Choice	Best Choice Chocolate Chip Cookies	74527152180	3.95	15	12	FALSE	TRUE	29	9	19.9	16.3	21.9
45	223	Best Choice	Best Choice Fudge Cookies	97962889075	3.19	20.3	19.2	TRUE	FALSE	36	6	7.02	12.5	4.67
45	224	Best Choice	Best Choice Fudge Brownies	33276000618	1.73	8.24	6.23	FALSE	FALSE	32	7	10.6	14.2	10.2
12	225	Best Choice	Best Choice Potato Chips	25949503779	3.89	19.8	16.7	FALSE	FALSE	7	5	11.5	17.5	15.9
45	226	Best Choice	Best Choice Lemon Cookies	31717422604	0.76	10.4	7.39	TRUE	TRUE	22	13	18.1	11.6	10.7
45	227	Best Choice	Best Choice Graham Crackers	83628692030	1.98	15.7	14.6	FALSE	TRUE	12	9	5.65	5.62	3.49
82	228	Best Choice	Best Choice Cheese Crackers	58634377121	0.82	8.71	6.71	FALSE	TRUE	11	14	22.6	7.63	7.58
54	229	Best Choice	Best Choice Buttered Popcorn	79783412814	2.23	13.6	10.6	FALSE	FALSE	33	10	7.48	7.12	20.4
54	230	Best Choice	Best Choice No Salt Popcorn	24026864171	1.19	14.7	12.6	TRUE	TRUE	21	12	5.64	11.9	6.97
54	231	Best Choice	Best Choice Low Fat Popcorn	14413666129	2.65	10	8	FALSE	FALSE	30	11	22.8	7.41	22.8
83	232	Best Choice	Best Choice Salsa Dip	17894883751	2.63	16.1	15.1	FALSE	FALSE	16	9	17.4	3.75	22.6
83	233	Best Choice	Best Choice Avocado Dip	98498150706	2.46	18.6	16.6	TRUE	FALSE	1	9	12.4	21.9	11.2
46	234	Best Choice	Best Choice Salted Pretzels	71217134594	2.7	14.4	12.3	FALSE	TRUE	17	5	22.1	17.5	9.5
83	235	Best Choice	Best Choice Cheese Dip	90079469084	3.55	11.5	8.5	FALSE	FALSE	35	10	7.91	22	14.7
83	236	Best Choice	Best Choice Fondue Mix	98134089112	1.81	10.8	8.8	FALSE	TRUE	7	13	17	11.1	6.88
84	237	Best Choice	Best Choice Mini Donuts	86234189867	2.68	21.6	19.6	TRUE	TRUE	23	14	12	9.93	12.8
17	238	Best Choice	Best Choice Beef Jerky	63526576161	1.97	8.17	5.17	FALSE	TRUE	32	8	17	13.7	3.98
84	239	Best Choice	Best Choice Chocolate Donuts	86962313055	2.21	16.5	14.5	TRUE	TRUE	5	14	22.7	17.9	10.7
12	240	Best Choice	Best Choice Low Fat Chips	33492465615	0.86	7.13	6.13	FALSE	TRUE	33	12	5.62	5.04	10.9
82	241	Best Choice	Best Choice Sesame Crackers	50068098902	2.91	21.5	20.5	TRUE	FALSE	24	9	20.2	6.32	5.83
45	242	Best Choice	Best Choice Frosted Cookies	20716846585	2.59	9.51	7.51	FALSE	TRUE	23	8	10.1	20.1	11.4
109	243	Best Choice	Best Choice Dried Apples	72628116011	2.11	6.6	3.59	TRUE	TRUE	6	11	16.6	20.2	16.7
109	244	Best Choice	Best Choice Apple Fruit Roll	47633801102	2.7	7.29	4.28	TRUE	TRUE	22	5	12.5	8.36	13.4
109	245	Best Choice	Best Choice Strawberry Fruit Roll	68782836794	1.49	9.9	6.89	FALSE	FALSE	19	6	5.81	17.6	12
109	246	Best Choice	Best Choice Raspberry Fruit Roll	13026288151	3.21	18.8	17.7	TRUE	FALSE	22	7	22.9	8.59	11.1
109	247	Best Choice	Best Choice Grape Fruit Roll	93413090109	1.78	13	10	FALSE	FALSE	17	9	8.47	14.1	12.1
109	248	Best Choice	Best Choice Dried Dates	72992177605	0.86	14.7	12.6	TRUE	TRUE	26	10	7.37	4.48	8.54
109	249	Best Choice	Best Choice Raisins	32616745829	1.59	20	18	FALSE	FALSE	28	9	16.1	20.6	6.27
109	250	Best Choice	Best Choice Golden Raisins	95335729718	2.59	13.4	12.3	FALSE	FALSE	18	9	14.2	6.05	10.2
109	251	Best Choice	Best Choice Dried Apricots	78815221190	2.44	18.6	16.6	FALSE	FALSE	14	12	3.88	6.7	22.9
84	252	Best Choice	Best Choice Frosted Donuts	20771971344	2.71	20.7	17.7	FALSE	FALSE	2	6	6.65	13.7	4.18
36	253	Choice	Choice Tasty Candy Bar	74969941973	0.89	18.2	15.2	FALSE	TRUE	34	14	15.3	10.5	19.3
36	254	Choice	Choice Mint Chocolate Bar	76164458394	0.56	11.6	8.6	FALSE	TRUE	33	7	6.13	19.3	8.18
36	255	Choice	Choice Malted Milk Balls	99600195288	0.64	8.65	6.64	FALSE	TRUE	34	6	13.6	12.7	3.48
36	256	Choice	Choice Semi-Sweet Chocolate Bar	46130347847	2.65	21.7	20.7	TRUE	FALSE	28	14	10	18.3	11.2
37	257	Choice	Choice Bubble Gum	62705981135	0.53	6.89	5.88	FALSE	TRUE	5	5	18.2	17.6	15.3
38	258	Choice	Choice Spicy Mints	68473899960	1.72	18.6	16.6	TRUE	FALSE	27	7	7.26	17.5	13.5
38	259	Choice	Choice Mints	61363868117	1.9	18.4	17.3	TRUE	FALSE	20	14	7.38	15.6	7.96
36	260	Choice	Choice White Chocolate Bar	36369553208	1.84	21.9	18.8	FALSE	FALSE	16	7	17	21.6	13.7
5	261	Medalist	Medalist Ravioli	57518588900	3.38	17.5	14.5	TRUE	FALSE	5	6	9.16	17.2	4.39
5	262	Medalist	Medalist Manicotti	91762040257	1.34	21	20	TRUE	FALSE	31	9	17.4	21.1	5.19
5	263	Medalist	Medalist Spaghetti	82148842215	3.8	13.9	11.8	TRUE	FALSE	1	7	4.53	17.5	6.78
57	264	Medalist	Medalist Thai Rice	61727929711	2.78	18.7	16.7	TRUE	TRUE	24	6	22	15.9	7.16
57	265	Medalist	Medalist Rice Medly	21352497935	3.61	10.7	9.69	TRUE	TRUE	6	13	4.52	10.1	14
43	266	Good	Good Imported Beer	84071481823	1.62	6.89	5.88	FALSE	FALSE	13	12	16.2	13.4	7.12
44	267	Good	Good Light Wine	79031686186	0.83	6.98	4.98	FALSE	FALSE	24	5	14.6	13.4	12.1
44	268	Good	Good Chardonnay Wine	99771395325	1.73	9.26	7.26	FALSE	FALSE	20	13	6.06	14.7	11.4
44	269	Good	Good Chablis Wine	63969365954	2.84	10.5	8.5	FALSE	FALSE	12	13	9.88	22.3	21.4
44	270	Good	Good Merlot Wine	65163882374	2.24	9.71	6.71	TRUE	FALSE	35	13	4.16	6.7	16.6
44	271	Good	Good Chardonnay	88599619269	2.37	12	9	TRUE	FALSE	31	12	15.6	7.97	15.9
44	272	Good	Good White Zinfandel Wine	35129771828	3.91	7.07	6.07	TRUE	FALSE	2	10	8.64	19.8	17.5
43	273	Good	Good Light Beer	51705405116	2.18	9.35	6.35	FALSE	FALSE	33	8	20	21.1	16.8
27	274	Great	Great Pumpernickel Bread	57473323941	3.74	8.5	7.5	FALSE	TRUE	21	9	14.3	5.48	12.1
27	275	Great	Great White Bread	19384593367	3.27	17.4	14.3	TRUE	FALSE	35	11	12.6	14.2	18.5
27	276	Great	Great Rye Bread	84390278458	3.86	6.2	5.19	TRUE	TRUE	11	8	9.13	19.2	8.96
26	277	Great	Great English Muffins	68952094912	2.41	11.5	9.5	FALSE	TRUE	24	6	16.7	22.1	16.6
26	278	Great	Great Cranberry Muffins	13195546269	3.36	8.55	5.55	TRUE	TRUE	2	7	14.4	9.99	9.49
26	279	Great	Great Muffins	93582348227	2.82	6.44	5.44	FALSE	TRUE	18	5	7.53	10.1	14.5
25	280	Great	Great Bagels	73161435723	1.81	6.29	3.28	FALSE	FALSE	34	7	17.5	13.7	11.4
26	281	Great	Great Blueberry Muffins	32786003947	2.63	10.1	8.1	TRUE	TRUE	28	6	19.4	10.9	4.61
27	282	Great	Great Wheat Bread	95504987835	0.93	13.6	11.6	TRUE	FALSE	30	7	7.43	17	15.4
49	283	Super	Super Sesame Oil	90465192198	2.73	17.5	14.5	TRUE	TRUE	3	13	21.1	13.1	18.4
53	284	Super	Super Chunky Peanut Butter	32421942353	0.99	7.71	5.71	FALSE	TRUE	22	9	4.45	17.2	13.4
51	285	Super	Super Hot Chocolate	86619912981	1.86	9.85	7.85	FALSE	TRUE	28	7	15.6	18.7	17.1
50	286	Super	Super Brown Sugar	63912299275	1.42	8.25	7.25	TRUE	FALSE	35	9	20.1	5.57	14.5
50	287	Super	Super White Sugar	10033125281	1.56	11.7	10.6	TRUE	TRUE	21	5	18.3	14.9	17.8
90	288	Super	Super French Roast Coffee	46563277840	2.86	18.9	16.8	FALSE	FALSE	33	8	4.62	21.2	12.4
90	289	Super	Super Decaf Coffee	39236781001	1.37	7.96	5.96	FALSE	FALSE	16	10	9.75	20.5	20.8
90	290	Super	Super Regular Coffee	45004699826	1.7	6.09	3.09	TRUE	FALSE	14	5	12.3	14.9	21.3
49	291	Super	Super Vegetable Oil	30818099379	2.22	9.24	7.23	FALSE	FALSE	32	11	9.32	22.9	10.3
49	292	Super	Super Corn Oil	95823784470	1.81	7.64	5.63	FALSE	TRUE	23	8	3.9	4.2	5.24
48	293	Super	Super Tomato Sauce	26972820162	1.6	10.6	8.6	FALSE	FALSE	5	9	9.82	22.4	21.1
49	294	Super	Super Canola Oil	37314141392	1.32	10.9	7.89	FALSE	TRUE	30	10	13.4	19.4	10.4
33	295	Super	Super Grape Preserves	27700943350	3.12	9.4	8.39	TRUE	TRUE	21	13	16.2	6.24	12.8
90	296	Super	Super Columbian Coffee	62951875329	0.5	11	8	TRUE	FALSE	36	7	5.45	19.9	21.7
31	297	Super	Super Strawberry Jelly	22576443552	0.9	17.4	14.3	FALSE	TRUE	26	8	17.4	18.1	14.7
4	298	Super	Super Pepper	61393297314	2.83	17.7	15.7	FALSE	TRUE	34	11	19.3	9.38	8.49
33	299	Super	Super Low Fat Apple Butter	80255631804	1.68	16.6	14.6	FALSE	FALSE	27	12	15	14	3.22
4	300	Super	Super Salt	22212381958	2.94	16.8	14.7	TRUE	FALSE	5	8	8.62	16.5	15
33	301	Super	Super Apple Butter	76410352587	0.53	10.8	8.8	FALSE	TRUE	22	13	18.4	6.37	21.3
4	302	Super	Super Oregano	53702738881	3.45	13.7	11.6	TRUE	FALSE	26	7	5.84	15.7	17.2
31	303	Super	Super Apple Jelly	11040605902	2.58	13.6	11.6	TRUE	TRUE	32	8	5.96	13.7	11.7
32	304	Super	Super Grape Jam	47570758461	1.89	10.1	8.1	TRUE	FALSE	24	10	22.1	20.4	14.6
32	305	Super	Super Apple Jam	29027220606	3.39	6.72	5.71	FALSE	TRUE	4	10	7.47	17.2	20.1
32	306	Super	Super Strawberry Jam	34795139431	3.96	16.5	14.5	FALSE	TRUE	29	13	21	9.34	3.8
53	307	Super	Super Creamy Peanut Butter	20608538985	1.48	18.2	15.2	FALSE	TRUE	9	10	9.67	16.3	7.67
33	308	Super	Super Strawberry Preserves	61712093949	2.18	8.82	7.81	FALSE	TRUE	24	10	15.3	6.02	7.47
53	309	Super	Super Extra Chunky Peanut Butter	16763259768	3.62	18.7	17.7	TRUE	TRUE	6	13	5.92	11.4	13.7
33	310	Super	Super Apple Preserves	27104580998	0.76	10.8	8.8	TRUE	TRUE	29	11	16.4	22.2	13.1
31	311	Super	Super Grape Jelly	17491382956	2.15	9.67	8.67	FALSE	FALSE	5	9	13.2	20.2	17.8
30	312	Excellent	Excellent Berry Juice	20972600579	2.13	12.6	10.6	TRUE	FALSE	2	12	12.4	8.55	3.71
52	313	Excellent	Excellent Mango Drink	11575867533	2.85	7.12	5.11	FALSE	TRUE	16	12	4.89	3.73	10.4
52	314	Excellent	Excellent Strawberry Drink	50392721295	1.85	9.26	7.26	FALSE	TRUE	22	10	16	5.25	14.1
19	315	Excellent	Excellent Cream Soda	69255055785	0.96	15.5	14.5	FALSE	FALSE	29	12	18	7.06	4.09
19	316	Excellent	Excellent Diet Soda	77309675812	1.31	7.28	5.28	TRUE	FALSE	22	9	16.8	4.27	21.6
19	317	Excellent	Excellent Cola	65409776568	2.18	13.1	11.1	TRUE	FALSE	22	14	7.56	10.2	19.8
19	318	Excellent	Excellent Diet Cola	42702162861	2.47	17.8	16.7	TRUE	FALSE	8	12	9.17	10.5	13.3
30	319	Excellent	Excellent Orange Juice	90040029883	1.6	9.58	7.57	FALSE	FALSE	6	12	7.97	7.76	10.9
30	320	Excellent	Excellent Cranberry Juice	36570182442	3.26	16.4	14.3	FALSE	FALSE	14	12	13.6	3.87	13.7
30	321	Excellent	Excellent Apple Juice	29243685603	2.41	13.2	12.1	TRUE	FALSE	13	13	17.7	9.2	14.7
52	322	Excellent	Excellent Apple Drink	35011604428	2.98	12.8	10.8	FALSE	FALSE	28	8	14	21.3	4.84
35	323	Best	Best Oatmeal	75705832839	3.5	15.4	12.3	FALSE	TRUE	19	6	7.44	19.6	18.4
35	324	Best	Best Corn Puffs	50711517930	1.97	7.43	5.42	FALSE	FALSE	13	9	19.9	8.22	22.8
35	325	Best	Best Wheat Puffs	71860553622	1.51	19.1	18.1	TRUE	FALSE	29	7	19.3	20.4	8.52
35	326	Best	Best Grits	16104004979	2.47	8.87	6.86	TRUE	FALSE	5	11	20.4	7.75	13.6
62	327	Better	Better Canned Beets	96490806937	0.6	8.6	7.6	FALSE	TRUE	26	10	18.5	18.8	8.49
62	328	Better	Better Creamed Corn	99972024559	1.26	11.6	10.6	TRUE	FALSE	26	9	4.6	5.99	19.4
62	329	Better	Better Canned String Beans	59596592783	1.74	10.9	8.89	TRUE	TRUE	22	8	3.61	20.6	14
58	330	Better	Better Chicken Soup	98413446545	3.98	7.47	5.46	FALSE	FALSE	8	7	19.9	16.2	11.9
62	331	Better	Better Canned Yams	57990807890	2.83	15.9	13.8	FALSE	FALSE	22	14	3.51	13.7	18.7
58	332	Better	Better Vegetable Soup	66045427918	2.21	9.36	7.35	FALSE	FALSE	25	8	22.8	21.3	7.64
62	333	Better	Better Canned Tomatos	54145528674	1.32	17.9	16.8	FALSE	TRUE	33	14	5.86	12.2	9.37
58	334	Better	Better Noodle Soup	31437914967	0.78	9	8	TRUE	FALSE	26	7	13.7	18.5	19
58	335	Better	Better Regular Ramen Soup	78775781989	3.74	8.73	6.72	TRUE	FALSE	17	13	6.99	17.7	8.37
58	336	Better	Better Chicken Noodle Soup	25305934548	1.15	13.1	11.1	TRUE	FALSE	2	10	19.9	3.92	3.89
58	337	Better	Better Turkey Noodle Soup	17979437708	0.75	8.34	7.34	TRUE	TRUE	9	10	18.4	21.6	4.76
58	338	Better	Better Beef Soup	23747356534	0.57	16.9	14.8	TRUE	FALSE	6	10	11.3	18	8.98
62	339	Better	Better Canned Peas	75658625960	1.4	21.3	19.2	TRUE	TRUE	31	9	14.3	18.6	22
58	340	Better	Better Chicken Ramen Soup	50664311051	0.63	16	13	TRUE	TRUE	6	12	20.5	5.21	15.5
93	341	Better	Better Canned Tuna in Water	60596305727	2.77	21.7	19.7	FALSE	FALSE	19	6	22.9	19.2	3
93	342	Better	Better Canned Tuna in Oil	94839757084	1.5	14.2	13.1	TRUE	TRUE	26	11	17.7	4.6	17.2
94	343	Better	Better Large Canned Shrimp	85226559042	2.3	8.55	6.55	FALSE	FALSE	29	10	10.5	6.7	13.3
95	344	Better	Better Fancy Canned Anchovies	88707776665	2.28	10.5	7.5	TRUE	TRUE	24	5	14	9.34	14.6
96	345	Better	Better Fancy Canned Clams	24430214762	2.11	17.6	16.6	TRUE	TRUE	36	12	12	10.1	21.7
97	346	Better	Better Fancy Canned Oysters	87149198651	2.12	15.6	12.6	FALSE	FALSE	30	8	12.9	18	4.3
98	347	Better	Better Fancy Canned Sardines	16011533141	1.2	11.8	8.8	FALSE	TRUE	7	12	14.2	9.13	9.88
58	348	Better	Better Rice Soup	24066153168	1.23	7.98	5.98	TRUE	FALSE	25	5	7.29	14.6	7.97
3	349	Swell	Swell Canned Mixed Fruit	65579034686	2.34	8.62	7.61	FALSE	TRUE	3	7	5.14	16.2	12
3	350	Swell	Swell Canned Peaches	42871420979	1.63	15.3	12.3	TRUE	FALSE	12	8	9.54	3.6	6.82
89	351	ADJ	ADJ Rosy Sunglasses	66307157874	2.76	19.6	18.6	TRUE	FALSE	26	8	13.6	17.5	9.84
103	352	Black Tie	Black Tie Eyeglass Screwdriver	36739440560	0.67	10.6	8.6	FALSE	FALSE	8	7	6.19	12.4	17.6
102	353	Black Tie	Black Tie City Map	29412943720	1.57	8.78	7.77	TRUE	FALSE	1	14	17.1	16.7	3.26
15	354	Carlson	Carlson Low Fat Cottage Cheese	35180862545	2.25	9.77	8.77	FALSE	FALSE	8	5	20.2	7.92	17.9
14	355	Carlson	Carlson Low Fat Sour Cream	87092131972	0.81	12.2	11.1	FALSE	FALSE	17	7	22.2	20.3	14.4
14	356	Carlson	Carlson Sour Cream	62097817063	2.36	8.79	5.78	TRUE	FALSE	33	6	7.61	17	19.9
11	357	Carlson	Carlson Jack Cheese	83246852755	1.8	12.2	9.19	TRUE	TRUE	17	6	15.9	20.8	20.7
11	358	Carlson	Carlson Muenster Cheese	16273263096	3.75	19.3	16.2	FALSE	FALSE	30	10	14.8	6.08	22.9
11	359	Carlson	Carlson String Cheese	96660065054	1.32	20.9	18.8	TRUE	FALSE	16	6	15.2	7.58	19.2
11	360	Carlson	Carlson Low Fat String Cheese	10141282677	1.31	9.8	6.8	TRUE	TRUE	20	10	20.4	4.85	22.1
11	361	Carlson	Carlson Havarti Cheese	35863720774	1.13	14.1	12.1	TRUE	FALSE	15	12	14.7	13.2	22.6
11	362	Carlson	Carlson Head Cheese	98582704663	3.97	10.8	9.8	FALSE	FALSE	26	9	18.3	9.91	13.1
11	363	Carlson	Carlson Cheese Spread	27445039153	1.82	8.71	6.71	TRUE	TRUE	22	13	12.2	10.1	15.5
11	364	Carlson	Carlson Sharp Cheddar Cheese	35499659180	2.2	17.1	15.1	FALSE	FALSE	7	10	17.1	9.87	7.25
11	365	Carlson	Carlson Mild Cheddar Cheese	23599759936	3.96	11.9	9.89	TRUE	FALSE	29	5	21.6	16.4	5.76
15	366	Carlson	Carlson Large Curd Cottage Cheese	90892146229	2.36	19.6	16.6	TRUE	FALSE	32	11	20.3	22.7	22.7
76	367	Carlson	Carlson 2% Milk	55306581854	3.49	11.6	9.6	TRUE	FALSE	27	5	12.9	11.4	7.15
76	368	Carlson	Carlson Buttermilk	91836734414	1.14	14.4	12.3	FALSE	FALSE	13	12	4.92	9.36	21.2
76	369	Carlson	Carlson Chocolate Milk	18412367701	2.3	19.4	17.3	FALSE	FALSE	31	13	10	8.6	9.71
76	370	Carlson	Carlson 1% Milk	24180286526	0.92	6.63	5.63	TRUE	FALSE	35	13	17.9	11.1	13.6
76	371	Carlson	Carlson Whole Milk	76091555953	0.66	9.78	7.77	TRUE	FALSE	13	5	14.9	19.1	22.6
6	372	Carlson	Carlson Strawberry Yogurt	51097241044	3.98	14.8	12.8	FALSE	FALSE	30	7	20	18.3	11
6	373	Carlson	Carlson Blueberry Yogurt	72246276736	2.76	11.9	10.8	TRUE	TRUE	19	13	6.33	9.54	21.3
81	374	Moms	Moms Chicken Hot Dogs	16489728093	1.49	11.3	10.3	TRUE	FALSE	32	6	13.7	18.6	18.4
91	375	Moms	Moms Pimento Loaf	96876530051	2.29	18.4	17.3	TRUE	FALSE	27	13	11.5	10.5	10.5
91	376	Moms	Moms Beef Bologna	64974904656	2.27	12.3	11.3	FALSE	TRUE	3	5	11.8	12.6	4.38
91	377	Moms	Moms Low Fat Bologna	24599472880	2.1	18	17	FALSE	FALSE	7	12	3.03	14.3	6.97
81	378	Moms	Moms Turkey Hot Dogs	87318456768	1.11	17.3	16.2	TRUE	TRUE	6	14	3.21	6.91	8.95
81	379	Moms	Moms Foot-Long Hot Dogs	82278661131	3.85	16.2	14.2	TRUE	FALSE	34	6	18.9	11.5	3.68
16	380	Moms	Moms Low Fat Cole Slaw	24235411286	1.22	21.4	19.3	TRUE	TRUE	6	7	17.7	22.1	18.9
16	381	Moms	Moms Cole Slaw	78433381915	2.33	10.3	8.3	TRUE	TRUE	23	12	22.2	3.9	21.7
77	382	Moms	Moms Roasted Chicken	79627898335	1.62	10.2	8.19	TRUE	TRUE	27	6	12.4	16.3	13.7
8	383	Moms	Moms Corned Beef	13063635230	2.75	13.2	11.1	TRUE	TRUE	33	7	9.78	11.3	12.1
8	384	Moms	Moms Sliced Turkey	49593787789	0.54	14.7	12.6	TRUE	TRUE	25	9	11.2	6.15	18.5
8	385	Moms	Moms Sliced Ham	31050249934	1.56	11.3	9.3	FALSE	FALSE	5	9	16.6	22.8	3.99
16	386	Moms	Moms Potato Salad	36818168759	2.23	16.9	13.8	TRUE	TRUE	15	10	14.4	9.91	19.5
8	387	Moms	Moms Sliced Chicken	88729438185	2.41	17.7	16.7	TRUE	FALSE	14	8	19	21.3	13.6
66	388	Urban	Urban Small Brown Eggs	63735123276	2.35	19.3	17.2	TRUE	TRUE	35	12	19.4	22.8	10
66	389	Urban	Urban Large Brown Eggs	84884158968	1.79	14.1	12.1	FALSE	FALSE	27	10	14	3.86	6.05
66	390	Urban	Urban Small Eggs	29127610325	3.74	10.3	8.3	TRUE	FALSE	34	9	5.77	7.19	19.1
66	391	Urban	Urban Large Eggs	19514412283	1.31	9.21	7.21	FALSE	FALSE	9	7	22.5	5.17	3.87
66	392	Urban	Urban Egg Substitute	89093499779	1.3	13	10	FALSE	TRUE	29	13	5.84	9.12	19.4
34	393	Big Time	Big Time Low Fat Waffles	48718068003	1.12	21.5	19.5	TRUE	FALSE	14	9	10.6	8.88	11.1
110	394	Big Time	Big Time Orange Popsicles	76317880749	3.13	10.4	7.39	TRUE	FALSE	13	12	5.83	11.7	16.5
100	395	Big Time	Big Time Frozen Chicken Breast	71278085112	2.22	8.3	6.3	TRUE	FALSE	30	6	18.9	11.8	21.5
29	396	Big Time	Big Time Frozen Pancakes	13234835267	3.24	16.3	14.2	TRUE	FALSE	25	10	11.4	20.4	5.92
63	397	Big Time	Big Time Low Fat French Fries	67432805895	1.35	12	9	FALSE	FALSE	5	7	10.8	12.6	11.6
64	398	Big Time	Big Time Frozen Sausage Pizza	68627322316	0.8	15.5	12.5	TRUE	TRUE	7	7	18.8	18.7	22.4
34	399	Big Time	Big Time Blueberry Waffles	92063059210	0.87	10.2	8.19	FALSE	FALSE	29	7	15.1	19.7	13.4
63	400	Big Time	Big Time Fajita French Fries	38593211770	1.43	9.57	8.56	TRUE	FALSE	34	10	15.8	18.9	20.4
34	401	Big Time	Big Time Waffles	55168845057	0.7	13.9	11.8	FALSE	FALSE	30	8	20.1	21.7	18.4
64	402	Big Time	Big Time Frozen Pepperoni Pizza	60936763882	1.13	9.16	7.15	TRUE	TRUE	8	5	7.49	11.6	11.8
64	403	Big Time	Big Time Frozen Cheese Pizza	77728862166	1.55	13.6	11.6	TRUE	TRUE	33	6	9.78	16.6	4.85
64	404	Big Time	Big Time Frozen Mushroom Pizza	52734547257	1.25	6.98	3.98	TRUE	FALSE	35	9	9.14	4.28	13.8
34	405	Big Time	Big Time Apple Cinnamon Waffles	73883582949	3.69	19.6	17.6	FALSE	FALSE	33	12	13.3	7.65	9.24
60	406	Big Time	Big Time Frozen Carrots	18127034306	1.64	20.7	18.7	FALSE	FALSE	1	8	22.8	4.74	20.6
10	407	Big Time	Big Time Turkey TV Dinner	98513836264	3.21	6.35	5.34	FALSE	TRUE	34	9	13.2	20.6	14.5
10	408	Big Time	Big Time Chicken TV Dinner	78092923760	2.2	15.7	14.6	TRUE	TRUE	19	6	11.5	14.9	13.4
10	409	Big Time	Big Time Beef TV Dinner	37717491984	3.91	10.9	8.89	TRUE	TRUE	15	11	10	12.6	14.3
28	410	Big Time	Big Time Pancake Mix	10436475872	1.26	19.8	18.7	FALSE	TRUE	8	7	7.9	19.1	13.4
110	411	Big Time	Big Time Grape Popsicles	95396680235	0.51	8.25	7.25	TRUE	TRUE	33	6	10.9	19.7	6.45
63	412	Big Time	Big Time Home Style French Fries	91970587372	1.38	18.9	15.8	TRUE	TRUE	14	12	17.1	6.28	19.9
110	413	Big Time	Big Time Lime Popsicles	56168558001	2.25	18.4	17.3	TRUE	FALSE	28	6	14.2	12	4.55
9	414	Big Time	Big Time Ice Cream	33460944294	2.77	19.9	16.8	TRUE	TRUE	3	12	12	19.9	16.3
9	415	Big Time	Big Time Ice Cream Sandwich	80798811316	2.91	17.4	16.3	TRUE	TRUE	6	10	21.9	18.9	16.5
60	416	Big Time	Big Time Frozen Cauliflower	27328963875	3.32	7.2	6.19	TRUE	FALSE	21	8	21.7	4.05	16.6
60	417	Big Time	Big Time Frozen Broccoli	20002467036	2.72	14.2	12.1	TRUE	FALSE	4	9	19.7	4.82	3.76
60	418	Big Time	Big Time Frozen Corn	25770385861	3.16	13.2	11.1	TRUE	FALSE	15	13	4.8	8.34	15.9
60	419	Big Time	Big Time Frozen Peas	11583785414	3.57	8.5	6.5	FALSE	FALSE	10	9	22	3.84	11.8
9	420	Big Time	Big Time Popsicles	41470299363	2.27	20.6	19.6	TRUE	TRUE	29	12	15	9.4	9.94
100	421	Big Time	Big Time Frozen Chicken Thighs	62619335055	2.95	6.19	4.19	TRUE	FALSE	23	11	16.9	6.53	3.71
100	422	Big Time	Big Time Frozen Chicken Wings	72960656285	3.67	7.87	5.86	FALSE	TRUE	33	12	16	5.8	15
110	423	Big Time	Big Time Lemon Popsicles	63347458243	1.47	17.2	15.2	FALSE	TRUE	5	9	5.5	7.84	21.5
78	424	Steady	Steady Silky Smooth Hair Conditioner	66828675866	1.45	9.65	7.64	TRUE	FALSE	14	7	21.1	17.6	10.7
39	425	Steady	Steady Tartar Control Toothpaste	26453244090	1.28	9.18	6.18	FALSE	FALSE	29	7	18.9	20.9	20.9
39	426	Steady	Steady Whitening Toothpast	65270097851	0.6	11.5	10.5	FALSE	FALSE	30	13	8.92	11	20.1
39	427	Steady	Steady Toothpaste	84132432341	2.14	8.89	5.89	FALSE	FALSE	26	7	13.5	13	16
39	428	Steady	Steady Deodorant	26089182496	0.67	8.43	7.43	FALSE	FALSE	6	7	11.3	16.3	6.18
79	429	Steady	Steady Conditioning Shampoo	67602064013	1.51	12	10	TRUE	FALSE	7	13	21.2	6.71	4.93
79	430	Steady	Steady Extra Moisture Shampoo	44894450306	1.8	11.5	8.5	TRUE	FALSE	32	12	19	10	15
88	431	Steady	Steady Angled Toothbrush	92232317328	0.96	19.9	18.8	FALSE	FALSE	11	12	18.4	3.9	7.5
79	432	Steady	Steady Apricot Shampoo	38762469887	2.35	11.3	9.3	FALSE	FALSE	13	9	13.7	22.1	10.2
70	433	Steady	Steady Childrens Aspirin	31435973048	1.74	10.8	8.8	TRUE	FALSE	28	9	11.5	5.49	20.3
70	434	Steady	Steady Buffered Aspirin	37203891873	1.42	19.1	18.1	FALSE	FALSE	17	8	10.8	19.3	12.7
71	435	Steady	Steady 200 MG Ibuprofen	23017291426	2.83	11.8	9.8	TRUE	FALSE	18	6	6.09	17.8	14.9
72	436	Steady	Steady 200 MG Acetominifen	64120846390	1.53	6.32	4.32	FALSE	FALSE	33	5	18.5	13	21.6
73	437	Steady	Steady HCL Nasal Spray	19172012209	1.97	19.9	17.8	FALSE	FALSE	14	9	8.21	5.08	12.3
